day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;77000;KELP;2034;28;;;;;2036;4;2037;28;;;2035.0;-198.6796875
1;77100;KELP;2036;5;2034;23;;;2038;22;;;;;2037.0;-198.787109375
1;77100;RAINFOREST_RESIN;9998;10;9995;22;;;10005;22;;;;;10001.5;248.0
1;77100;SQUID_INK;1822;5;1821;1;1820;22;1824;22;;;;;1823.0;294.8515625
1;77200;SQUID_INK;1821;30;;;;;1825;30;;;;;1823.0;310.8203125
1;77200;KELP;2034;30;;;;;2037;30;;;;;2035.5;-198.78515625
1;77200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;248.0
1;77300;RAINFOREST_RESIN;9998;4;9996;1;9995;25;10004;1;10005;25;;;10001.0;248.0
1;77300;SQUID_INK;1821;25;;;;;1824;26;;;;;1822.5;301.82421875
1;77300;KELP;2034;25;;;;;2037;1;2038;25;;;2035.5;-198.7890625
1;77400;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;248.0
1;77400;SQUID_INK;1823;29;;;;;1824;3;1826;29;;;1823.5;333.80859375
1;77400;KELP;2034;29;;;;;2036;3;2037;29;;;2035.0;-198.287109375
1;77500;KELP;2034;24;;;;;2037;24;;;;;2035.5;-198.306640625
1;77500;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;248.0
1;77500;SQUID_INK;1823;24;;;;;1826;1;1827;23;;;1824.5;346.9140625
1;77600;SQUID_INK;1822;30;;;;;1825;30;;;;;1823.5;320.11328125
1;77600;KELP;2034;30;;;;;2038;30;;;;;2036.0;-198.91015625
1;77600;RAINFOREST_RESIN;9998;3;9995;30;;;10005;30;;;;;10001.5;248.0
1;77700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;248.0
1;77700;SQUID_INK;1822;31;;;;;1825;1;1826;30;;;1823.5;329.625
1;77700;KELP;2034;31;;;;;2038;31;;;;;2036.0;-200.328125
1;77800;RAINFOREST_RESIN;9998;2;9996;2;9995;29;10004;2;10005;29;;;10001.0;250.0
1;77800;SQUID_INK;1822;31;;;;;1825;31;;;;;1823.5;320.73046875
1;77800;KELP;2034;31;;;;;2038;31;;;;;2036.0;-200.8359375
1;77900;KELP;2037;1;2034;26;;;2038;26;;;;;2037.5;-201.244140625
1;77900;RAINFOREST_RESIN;9996;2;9995;24;;;9998;1;10002;7;10004;2;9997.0;250.0
1;77900;SQUID_INK;1824;1;1822;26;;;1825;26;;;;;1824.5;316.86328125
1;78000;SQUID_INK;1821;21;;;;;1824;21;;;;;1822.5;305.6953125
1;78000;KELP;2035;21;;;;;2038;21;;;;;2036.5;-204.0546875
1;78000;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;252.0
1;78100;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;252.0
1;78100;SQUID_INK;1821;23;;;;;1824;24;;;;;1822.5;300.578125
1;78100;KELP;2035;23;;;;;2038;24;;;;;2036.5;-205.03515625
1;78200;RAINFOREST_RESIN;10002;1;9995;24;;;10005;24;;;;;10003.5;252.0
1;78200;SQUID_INK;1821;1;1819;29;;;1822;24;;;;;1821.5;266.10546875
1;78200;KELP;2037;1;2035;29;;;2038;24;;;;;2037.5;-206.27734375
1;78300;KELP;2035;25;;;;;2038;25;;;;;2036.5;-204.87890625
1;78300;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;254.0
1;78300;SQUID_INK;1819;25;;;;;1822;25;;;;;1820.5;272.25
1;78400;SQUID_INK;1820;25;;;;;1823;25;;;;;1821.5;290.58984375
1;78400;KELP;2035;25;;;;;2038;25;;;;;2036.5;-204.55859375
1;78400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;254.0
1;78500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;254.0
1;78500;SQUID_INK;1820;29;;;;;1823;25;;;;;1821.5;282.7265625
1;78500;KELP;2035;29;;;;;2038;25;;;;;2036.5;-203.9609375
1;78600;RAINFOREST_RESIN;9996;2;9995;23;;;10002;5;10004;2;10005;23;9999.0;254.0
1;78600;SQUID_INK;1821;25;;;;;1823;3;1824;2;1825;23;1822.0;311.4375
1;78600;KELP;2035;25;;;;;2037;3;2038;25;;;2036.0;-204.4609375
1;78700;KELP;2035;26;;;;;2038;26;;;;;2036.5;-204.669921875
1;78700;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;254.0
1;78700;SQUID_INK;1821;26;;;;;1824;26;;;;;1822.5;309.0625
1;78800;SQUID_INK;1821;29;;;;;1825;29;;;;;1823.0;311.3125
1;78800;KELP;2035;29;;;;;2038;29;;;;;2036.5;-204.875
1;78800;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;254.0
1;78900;RAINFOREST_RESIN;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;254.0
1;78900;SQUID_INK;1821;26;;;;;1824;26;;;;;1822.5;301.67578125
1;78900;KELP;2035;26;;;;;2038;26;;;;;2036.5;-204.66015625
1;79000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;256.0
1;79000;SQUID_INK;1820;29;;;;;1823;22;;;;;1821.5;287.9765625
1;79000;KELP;2035;29;;;;;2038;22;;;;;2036.5;-204.37109375
1;79100;KELP;2035;20;;;;;2038;20;;;;;2036.5;-203.8671875
1;79100;RAINFOREST_RESIN;9995;20;;;;;9998;5;10005;20;;;9996.5;256.0
1;79100;SQUID_INK;1820;20;;;;;1823;20;;;;;1821.5;283.11328125
1;79200;SQUID_INK;1821;26;;;;;1824;2;1825;24;;;1822.5;310.87890625
1;79200;RAINFOREST_RESIN;9996;2;9995;24;;;10002;9;10004;2;10005;24;9999.0;258.0
1;79200;KELP;2035;26;;;;;2038;26;;;;;2036.5;-203.97265625
1;79300;SQUID_INK;1822;26;;;;;1825;21;;;;;1823.5;316.8359375
1;79300;KELP;2035;26;;;;;2038;21;;;;;2036.5;-204.0703125
1;79300;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;258.0
1;79400;SQUID_INK;1820;33;;;;;1823;29;;;;;1821.5;286.39453125
1;79400;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;258.0
1;79400;KELP;2035;33;;;;;2038;29;;;;;2036.5;-204.375
1;79500;KELP;2037;7;2035;28;;;2038;28;;;;;2037.5;-203.5625
1;79500;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;258.0
1;79500;SQUID_INK;1818;7;1816;28;;;1819;28;;;;;1818.5;210.857421875
1;79600;RAINFOREST_RESIN;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;258.0
1;79600;KELP;2035;25;;;;;2037;3;2038;25;;;2036.0;-203.46875
1;79600;SQUID_INK;1814;25;;;;;1816;3;1817;25;;;1815.0;183.70703125
1;79700;KELP;2035;25;;;;;2038;25;;;;;2036.5;-203.78515625
1;79700;SQUID_INK;1815;25;;;;;1819;25;;;;;1817.0;204.83984375
1;79700;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;258.0
1;79800;SQUID_INK;1815;25;;;;;1818;25;;;;;1816.5;199.82421875
1;79800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;258.0
1;79800;KELP;2034;25;;;;;2038;25;;;;;2036.0;-200.84765625
1;79900;KELP;2035;3;2034;29;;;2038;29;;;;;2036.5;-201.23828125
1;79900;SQUID_INK;1815;32;;;;;1818;29;;;;;1816.5;198.021484375
1;79900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;6;10004;1;10005;28;9999.0;258.0
1;80000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;258.0
1;80000;KELP;2034;26;;;;;2035;1;2038;26;;;2034.5;-201.34765625
1;80000;SQUID_INK;1815;25;;;;;1818;26;;;;;1816.5;194.267578125
1;80100;KELP;2034;22;;;;;2038;22;;;;;2036.0;-200.23828125
1;80100;SQUID_INK;1811;22;;;;;1814;22;;;;;1812.5;124.3046875
1;80100;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;258.0
1;80200;SQUID_INK;1808;22;;;;;1812;22;;;;;1810.0;76.869140625
1;80200;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;258.0
1;80200;KELP;2034;22;;;;;2038;22;;;;;2036.0;-200.2421875
1;80300;KELP;2034;21;;;;;2036;6;2038;21;;;2035.0;-201.44921875
1;80300;SQUID_INK;1805;21;;;;;1806;6;1808;21;;;1805.5;22.484375
1;80300;RAINFOREST_RESIN;9996;1;9995;20;;;10000;6;10004;1;10005;20;9998.0;258.0
1;80400;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;258.0
1;80400;KELP;2034;25;;;;;2038;25;;;;;2036.0;-200.359375
1;80400;SQUID_INK;1804;25;;;;;1807;25;;;;;1805.5;-2.3203125
1;80500;KELP;2034;22;;;;;2035;2;2038;22;;;2034.5;-200.25
1;80500;SQUID_INK;1805;20;;;;;1808;22;;;;;1806.5;8.033203125
1;80500;RAINFOREST_RESIN;9996;1;9995;21;;;9998;1;10004;1;10005;21;9997.0;258.0
1;80600;SQUID_INK;1801;31;;;;;1803;2;1804;31;;;1802.0;-52.14453125
1;80600;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;260.0
1;80600;KELP;2034;31;;;;;2036;2;2038;31;;;2035.0;-200.759765625
1;80700;SQUID_INK;1804;24;;;;;1807;24;;;;;1805.5;-0.685546875
1;80700;KELP;2034;24;;;;;2038;24;;;;;2036.0;-200.36328125
1;80700;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;260.0
1;80800;RAINFOREST_RESIN;9996;2;9995;22;;;10002;5;10004;2;10005;22;9999.0;260.0
1;80800;KELP;2034;24;;;;;2036;6;2038;24;;;2035.0;-200.267578125
1;80800;SQUID_INK;1805;24;;;;;1807;6;1808;24;;;1806.0;21.65625
1;80900;SQUID_INK;1806;28;;;;;1808;6;1809;28;;;1807.0;32.42578125
1;80900;KELP;2034;28;;;;;2036;6;2038;28;;;2035.0;-199.8671875
1;80900;RAINFOREST_RESIN;9996;1;9995;27;;;10002;7;10004;1;10005;27;9999.0;260.0
1;81000;SQUID_INK;1800;31;;;;;1803;31;;;;;1801.5;-78.837890625
1;81000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;260.0
1;81000;KELP;2034;31;;;;;2038;31;;;;;2036.0;-199.873046875
1;81100;SQUID_INK;1802;24;;;;;1805;24;;;;;1803.5;-42.8515625
1;81100;KELP;2034;24;;;;;2038;24;;;;;2036.0;-200.080078125
1;81100;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;260.0
1;81200;RAINFOREST_RESIN;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;260.0
1;81200;KELP;2034;29;;;;;2037;1;2038;28;;;2035.5;-199.54296875
1;81200;SQUID_INK;1804;29;;;;;1807;29;;;;;1805.5;-4.04296875
1;81300;SQUID_INK;1806;1;1805;2;1804;28;1808;30;;;;;1807.0;6.21875
1;81300;KELP;2036;1;2034;30;;;2038;30;;;;;2037.0;-200.666015625
1;81300;RAINFOREST_RESIN;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;260.0
1;81400;SQUID_INK;1807;22;;;;;1810;1;1811;21;;;1808.5;59.650390625
1;81400;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;262.0
1;81400;KELP;2034;22;;;;;2038;22;;;;;2036.0;-201.994140625
1;81500;SQUID_INK;1807;22;;;;;1810;22;;;;;1808.5;55.216796875
1;81500;KELP;2034;22;;;;;2038;22;;;;;2036.0;-201.998046875
1;81500;RAINFOREST_RESIN;9998;2;9995;22;;;10005;22;;;;;10001.5;262.0
1;81600;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;262.0
1;81600;KELP;2035;28;;;;;2038;28;;;;;2036.5;-203.9375
1;81600;SQUID_INK;1808;28;;;;;1811;28;;;;;1809.5;72.837890625
1;81700;SQUID_INK;1807;26;;;;;1810;26;;;;;1808.5;50.189453125
1;81700;KELP;2035;26;;;;;2038;26;;;;;2036.5;-203.435546875
1;81700;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;264.0
1;81800;SQUID_INK;1812;21;;;;;1815;21;;;;;1813.5;136.09765625
1;81800;RAINFOREST_RESIN;9998;5;9995;21;;;10005;21;;;;;10001.5;264.0
1;81800;KELP;2035;21;;;;;2038;21;;;;;2036.5;-203.53515625
1;81900;SQUID_INK;1811;28;;;;;1814;28;;;;;1812.5;117.69140625
1;81900;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;264.0
1;81900;KELP;2034;28;;;;;2038;28;;;;;2036.0;-203.033203125
1;82000;RAINFOREST_RESIN;9996;1;9995;24;;;10002;3;10004;1;10005;24;9999.0;264.0
1;82000;KELP;2035;25;;;;;2038;25;;;;;2036.5;-204.146484375
1;82000;SQUID_INK;1812;25;;;;;1815;25;;;;;1813.5;135.37109375
1;82100;KELP;2035;26;;;;;2038;26;;;;;2036.5;-206.99609375
1;82100;SQUID_INK;1810;26;;;;;1814;26;;;;;1812.0;112.53125
1;82100;RAINFOREST_RESIN;9995;26;;;;;9998;1;10005;26;;;9996.5;264.0
1;82200;KELP;2035;31;;;;;2038;30;;;;;2036.5;-206.080078125
1;82200;SQUID_INK;1810;31;;;;;1813;30;;;;;1811.5;102.751953125
1;82200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;266.0
1;82300;SQUID_INK;1809;32;;;;;1812;32;;;;;1810.5;82.328125
1;82300;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;266.0
1;82300;KELP;2035;32;;;;;2038;32;;;;;2036.5;-205.466796875
1;82400;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;266.0
1;82400;KELP;2035;22;;;;;2038;22;;;;;2036.5;-204.646484375
1;82400;SQUID_INK;1810;22;;;;;1813;22;;;;;1811.5;108.8984375
1;82500;KELP;2035;24;;;;;2038;24;;;;;2036.5;-205.150390625
1;82500;SQUID_INK;1801;24;;;;;1804;24;;;;;1802.5;-55.88671875
1;82500;RAINFOREST_RESIN;9996;1;9995;23;;;9998;3;10004;1;10005;23;9997.0;266.0
1;82600;KELP;2035;31;;;;;2036;5;2037;3;2038;31;2035.5;-205.451171875
1;82600;SQUID_INK;1803;31;;;;;1804;5;1805;3;1806;31;1803.5;-20.2890625
1;82600;RAINFOREST_RESIN;9996;2;9995;29;;;10000;5;10004;2;10005;29;9998.0;268.0
1;82700;SQUID_INK;1805;32;;;;;1808;30;;;;;1806.5;9.564453125
1;82700;RAINFOREST_RESIN;9996;1;9995;29;;;10002;1;10004;1;10005;29;9999.0;268.0
1;82700;KELP;2035;32;;;;;2038;30;;;;;2036.5;-206.365234375
1;82800;RAINFOREST_RESIN;9998;10;9995;21;;;10005;21;;;;;10001.5;268.0
1;82800;KELP;2035;21;;;;;2037;1;2038;21;;;2036.0;-205.154296875
1;82800;SQUID_INK;1804;21;;;;;1806;1;1807;21;;;1805.0;-1.72265625
1;82900;KELP;2035;21;;;;;2038;21;;;;;2036.5;-205.365234375
1;82900;SQUID_INK;1804;21;;;;;1807;21;;;;;1805.5;-4.533203125
1;82900;RAINFOREST_RESIN;9998;9;9996;1;9995;20;10004;1;10005;20;;;10001.0;268.0
1;83000;KELP;2035;30;;;;;2038;30;;;;;2036.5;-205.138671875
1;83000;SQUID_INK;1806;30;;;;;1809;30;;;;;1807.5;33.462890625
1;83000;RAINFOREST_RESIN;9998;8;9996;2;9995;28;10004;2;10005;28;;;10001.0;268.0
1;83100;SQUID_INK;1805;26;;;;;1808;26;;;;;1806.5;18.44921875
1;83100;RAINFOREST_RESIN;9995;26;;;;;9998;5;10005;26;;;9996.5;268.0
1;83100;KELP;2035;26;;;;;2038;26;;;;;2036.5;-204.94921875
1;83200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;270.0
1;83200;KELP;2035;31;;;;;2038;31;;;;;2036.5;-205.66015625
1;83200;SQUID_INK;1805;31;;;;;1808;31;;;;;1806.5;7.650390625
1;83300;KELP;2035;23;;;;;2038;23;;;;;2036.5;-205.93359375
1;83300;SQUID_INK;1801;1;1800;22;;;1804;23;;;;;1802.5;-65.02734375
1;83300;RAINFOREST_RESIN;9996;1;9995;22;;;10002;7;10004;1;10005;22;9999.0;270.0
1;83400;KELP;2035;25;;;;;2037;3;2038;25;;;2036.0;-205.630859375
1;83400;SQUID_INK;1804;25;;;;;1805;3;1807;25;;;1804.5;-9.1171875
1;83400;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;270.0
1;83500;SQUID_INK;1802;1;1800;30;;;1803;30;;;;;1802.5;-78.017578125
1;83500;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;270.0
1;83500;KELP;2037;1;2035;30;;;2038;30;;;;;2037.5;-204.712890625
1;83600;RAINFOREST_RESIN;9998;1;9995;24;;;10005;24;;;;;10001.5;270.0
1;83600;KELP;2035;24;;;;;2038;24;;;;;2036.5;-204.408203125
1;83600;SQUID_INK;1803;24;;;;;1806;24;;;;;1804.5;-15.2109375
1;83700;KELP;2034;27;;;;;2038;27;;;;;2036.0;-200.669921875
1;83700;SQUID_INK;1802;27;;;;;1805;27;;;;;1803.5;-41.078125
1;83700;RAINFOREST_RESIN;9996;1;9995;26;;;10002;7;10004;1;10005;26;9999.0;270.0
1;83800;KELP;2034;22;;;;;2038;22;;;;;2036.0;-201.990234375
1;83800;SQUID_INK;1800;22;;;;;1803;22;;;;;1801.5;-77.7109375
1;83800;RAINFOREST_RESIN;9995;22;;;;;9998;2;10005;22;;;9996.5;270.0
1;83900;SQUID_INK;1799;26;;;;;1802;26;;;;;1800.5;-86.45703125
1;83900;RAINFOREST_RESIN;9998;4;9996;1;9995;25;10004;1;10005;25;;;10001.0;272.0
1;83900;KELP;2035;1;2034;25;;;2038;26;;;;;2036.5;-202.88671875
1;84000;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;272.0
1;84000;KELP;2034;20;;;;;2038;21;;;;;2036.0;-202.2734375
1;84000;SQUID_INK;1798;20;;;;;1801;21;;;;;1799.5;-110.947265625
1;84100;KELP;2035;30;;;;;2038;30;;;;;2036.5;-203.49609375
1;84100;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;272.0
1;84100;SQUID_INK;1800;30;;;;;1803;30;;;;;1801.5;-78.23828125
1;84200;KELP;2035;2;2034;29;;;2038;31;;;;;2036.5;-202.6953125
1;84200;SQUID_INK;1798;31;;;;;1801;31;;;;;1799.5;-106.060546875
1;84200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;272.0
1;84300;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;272.0
1;84300;SQUID_INK;1797;25;;;;;1800;20;;;;;1798.5;-130.189453125
1;84300;KELP;2035;5;2034;20;;;2038;20;;;;;2036.5;-201.98828125
1;84400;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;272.0
1;84400;KELP;2034;28;;;;;2038;28;;;;;2036.0;-201.193359375
1;84400;SQUID_INK;1797;28;;;;;1800;28;;;;;1798.5;-128.43359375
1;84500;KELP;2035;5;2034;24;;;2038;24;;;;;2036.5;-200.9921875
1;84500;RAINFOREST_RESIN;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;272.0
1;84500;SQUID_INK;1797;29;;;;;1800;24;;;;;1798.5;-125.169921875
1;84600;KELP;2034;30;;;;;2038;30;;;;;2036.0;-200.892578125
1;84600;SQUID_INK;1795;30;;;;;1798;30;;;;;1796.5;-165.31640625
1;84600;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;272.0
1;84700;RAINFOREST_RESIN;9996;2;9995;23;;;10002;8;10004;2;10005;23;9999.0;272.0
1;84700;SQUID_INK;1799;25;;;;;1802;25;;;;;1800.5;-93.751953125
1;84700;KELP;2034;25;;;;;2038;25;;;;;2036.0;-200.89453125
1;84800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;272.0
1;84800;KELP;2034;26;;;;;2038;26;;;;;2036.0;-200.48828125
1;84800;SQUID_INK;1799;26;;;;;1802;26;;;;;1800.5;-98.294921875
1;84900;KELP;2034;22;;;;;2038;22;;;;;2036.0;-200.181640625
1;84900;RAINFOREST_RESIN;9995;22;;;;;10002;5;10005;22;;;9998.5;272.0
1;84900;SQUID_INK;1801;22;;;;;1805;22;;;;;1803.0;-48.244140625
1;85000;KELP;2034;24;;;;;2036;3;2038;24;;;2035.0;-199.994140625
1;85000;SQUID_INK;1802;24;;;;;1803;3;1805;24;;;1802.5;-45.962890625
1;85000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;272.0
1;85100;RAINFOREST_RESIN;9996;1;9995;30;;;10002;4;10004;1;10005;30;9999.0;272.0
1;85100;SQUID_INK;1803;31;;;;;1806;31;;;;;1804.5;-26.279296875
1;85100;KELP;2034;31;;;;;2037;1;2038;30;;;2035.5;-199.58984375
1;85200;RAINFOREST_RESIN;10000;4;9995;21;;;10005;21;;;;;10002.5;272.0
1;85200;SQUID_INK;1806;4;1805;21;;;1808;21;;;;;1807.0;7.869140625
1;85200;KELP;2035;4;2034;21;;;2038;21;;;;;2036.5;-200.669921875
1;85300;KELP;2034;30;;;;;2038;30;;;;;2036.0;-201.28125
1;85300;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;272.0
1;85300;SQUID_INK;1807;30;;;;;1810;30;;;;;1808.5;56.6328125
1;85400;SQUID_INK;1808;22;;;;;1811;1;1812;21;;;1809.5;77.546875
1;85400;KELP;2035;1;2034;21;;;2038;22;;;;;2036.5;-202.505859375
1;85400;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;272.0
1;85500;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;272.0
1;85500;SQUID_INK;1806;21;;;;;1808;5;1809;21;;;1807.0;39.09765625
1;85500;KELP;2035;21;;;;;2037;5;2038;21;;;2036.0;-204.935546875
1;85600;RAINFOREST_RESIN;9995;29;;;;;10002;9;10005;29;;;9998.5;272.0
1;85600;SQUID_INK;1806;29;;;;;1809;29;;;;;1807.5;34.154296875
1;85600;KELP;2035;29;;;;;2038;29;;;;;2036.5;-205.328125
1;85700;KELP;2035;28;;;;;2038;28;;;;;2036.5;-203.70703125
1;85700;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;272.0
1;85700;SQUID_INK;1806;28;;;;;1809;28;;;;;1807.5;37.86328125
1;85800;SQUID_INK;1808;23;;;;;1811;25;;;;;1809.5;64.783203125
1;85800;KELP;2034;25;;;;;2035;2;2038;25;;;2034.5;-201.89453125
1;85800;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;272.0
1;85900;RAINFOREST_RESIN;9996;1;9995;22;;;9998;8;10004;1;10005;22;9997.0;272.0
1;85900;SQUID_INK;1813;23;;;;;1816;23;;;;;1814.5;153.181640625
1;85900;KELP;2035;1;2034;22;;;2038;23;;;;;2036.5;-202.611328125
1;86000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;274.0
1;86000;SQUID_INK;1815;4;1814;23;;;1817;22;;;;;1816.0;174.66796875
1;86000;KELP;2036;4;2035;1;2034;22;2038;22;;;;;2037.0;-202.916015625
1;86100;KELP;2035;2;2034;26;;;2038;28;;;;;2036.5;-203.046875
1;86100;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;274.0
1;86100;SQUID_INK;1812;28;;;;;1815;28;;;;;1813.5;144.572265625
1;86200;SQUID_INK;1814;27;;;;;1818;28;;;;;1816.0;187.18359375
1;86200;KELP;2034;27;;;;;2038;28;;;;;2036.0;-203.13671875
1;86200;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;274.0
1;86300;RAINFOREST_RESIN;9998;10;9996;2;9995;30;10004;2;10005;30;;;10001.0;274.0
1;86300;SQUID_INK;1813;37;;;;;1816;32;;;;;1814.5;154.0703125
1;86300;KELP;2035;7;2034;30;;;2038;32;;;;;2036.5;-203.03515625
1;86400;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;274.0
1;86400;SQUID_INK;1812;2;1811;23;;;1815;25;;;;;1813.5;132.10546875
1;86400;KELP;2035;2;2034;23;;;2038;25;;;;;2036.5;-203.140625
1;86500;KELP;2035;27;;;;;2038;21;;;;;2036.5;-203.443359375
1;86500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;274.0
1;86500;SQUID_INK;1811;27;;;;;1814;21;;;;;1812.5;123.498046875
1;86600;SQUID_INK;1811;29;;;;;1814;30;;;;;1812.5;121.76171875
1;86600;KELP;2035;29;;;;;2038;30;;;;;2036.5;-203.650390625
1;86600;RAINFOREST_RESIN;9995;30;;;;;9998;8;10005;30;;;9996.5;274.0
1;86700;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;276.0
1;86700;SQUID_INK;1812;3;1810;28;;;1814;28;;;;;1813.0;112.833984375
1;86700;KELP;2036;3;2035;28;;;2038;28;;;;;2037.0;-203.34765625
1;86800;RAINFOREST_RESIN;9995;30;;;;;10002;5;10005;30;;;9998.5;276.0
1;86800;SQUID_INK;1810;30;;;;;1813;30;;;;;1811.5;104.65234375
1;86800;KELP;2034;30;;;;;2038;30;;;;;2036.0;-203.146484375
1;86900;KELP;2034;28;;;;;2036;1;2038;28;;;2035.0;-201.6328125
1;86900;RAINFOREST_RESIN;9995;28;;;;;10000;2;10005;28;;;9997.5;276.0
1;86900;SQUID_INK;1810;28;;;;;1811;1;1813;28;;;1810.5;108.607421875
1;87000;SQUID_INK;1809;27;;;;;1812;1;1813;26;;;1810.5;94.58984375
1;87000;KELP;2034;27;;;;;2038;27;;;;;2036.0;-201.8359375
1;87000;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;276.0
1;87100;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;276.0
1;87100;SQUID_INK;1810;27;;;;;1813;27;;;;;1811.5;108.99609375
1;87100;KELP;2034;27;;;;;2038;27;;;;;2036.0;-201.333984375
1;87200;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;276.0
1;87200;SQUID_INK;1808;23;;;;;1811;23;;;;;1809.5;69.47265625
1;87200;KELP;2034;23;;;;;2038;23;;;;;2036.0;-201.134765625
1;87300;KELP;2034;29;;;;;2038;29;;;;;2036.0;-201.333984375
1;87300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;276.0
1;87300;SQUID_INK;1807;2;1806;27;;;1810;29;;;;;1808.5;42.669921875
1;87400;SQUID_INK;1808;29;;;;;1811;30;;;;;1809.5;63.283203125
1;87400;KELP;2034;29;;;;;2038;30;;;;;2036.0;-200.626953125
